id,tweet,subtask_a
25138,# breaking : # christineblasey ford published eight study # abortion pill '' work company produce url # corcepttherapeutics inc. $ cort # ru # liberal # kavanaugh v # cort # roevwade # kavanaughconfirmation @ user @ user url,0
15866,# austerity low pay # tuitionfees lack housing wage falling # universalcredit unaffordable rent # nh crisis crap railway empty shop # brexit deal exit eu # windrush # grenfell short year @ user completely fucked uk,1
91659,"# yehundinonkibaathai special corner people define simplicity real beauty long time , @ user among many actress personifying true sense . stunning naturally. url",0
30657,minute instinct love # alancummings # instinct # intriguing,0
57185,"@ user # thosethataretheloudest afraid , justice coming # bono scam like # clintonfoundation # pedowood # haiti url",1
33172,@ user @ user @ user @ user @ user look chicago baltimore example strict gun control law effective .,0
71506,# welovesergiobecause angel pure sweet love support u much love support mention dancing king irl . love seg  @ user url,0
49079,"# republican # devinnunes say liberal , antifa ‘ causing riot ’ ‘ 're winning ’ - newsweek url",0
91430,"day bbc radio ’ festival day , decide tell u headline act ’ coming anymore . thanks lot , ’ paid fortune see tonne act shit interest ",1
29203,# tytlive trump need go danger country world . way get rid good,1
66750,"# constitutionaldecay ’ abstraction . manifest every debate word written fall short providing useful relevant framework . ’ root issue diverse gun control , abortion , data privacy , healthcare . instance , /",0
27913,"@ user # davidhogg , 're nobody .",1
94816,@ user sweetheart . hope get well soon . patient strong mr. capullo .,0
54004,"# bbcbias # wato conservative built twice much council housing labour , wrecked economy almost bankrupted country ! url",0
41609,@ user chicago 's gun control effective 's eliminated crime completely . .,0
74157,: @ user follows !,0
65187,"# room actually incredible , noname shit , always , ’ seein like day melbourne . life good . nice day .",0
42656,# cnn irrationally argues legalising # abortion # ireland based murder infant . # liberal ca n't think # savethe th # thamendment # thref # ccot # pjnet # tcot url # bluewave # conservative # teaparty # lovethemboth n't # repealthe th url,0
53325,", , like , , ’ still really miserable unpleasant u ? ? like even told ’ happy would got divorced even born ’ like cool cool literally born hatred ’ awesome wonder ’ fuckup",1
48503,"# rosierules # fanclub rosie : “ never fails . matter go mom take , fan club start follow . mom pet talk think pretty cool . wait til figure dad mint pocket  ” url",0
36871,@ user @ user awe cute cute,0
10417,"# vaginaldavis radical performer , educator , artist embrace life margin multiple identity . intersex “ terrorist drag ” queen black creole , mexican , german jewish root born los angeles , ca sometime around !",0
10611,@ user @ user literally everything ,0
66771,@ user ah 's called george ,0
23461,"# myuniqueheritage separate family tree personality , ’ made past mom yet .",0
71455,"# wednesdaywisdom # lovelibraries # lovetoread share u , reading wednesday ? url",0
46410,"# desantis=deracist , bad choice , “ distanced ” prez ’ comment today questioning death puerto rico hurricane maria @ user @ user # whataputz",1
48142,@ user # google awesome,0
58191,"# kavanaugh # professorchristineford started story said , said . 's become liberal v conservative url",0
65968,"# groomhaircuts : hmmn hm , nutten nuh change , # weather.. # lastleg.. # wavecuts # youthcuts # straightrazors # snip🤵🤵🤵🤵 # groom # sbarbershop # southorangevillage url",0
26072,- lost acca first fucking fight cba,1
16856,@ user @ user 'll use one next time im gun control debate debate free speech tax . yes choose irresponsible choose . argue responsible . whats wrong ? n't justify murder saying never alive right .,1
89200,@ user @ user hell think ?,1
57869,@ user @ user @ user nasty,0
45269,# liberalismisamentaldisorder # hypocrite # democratshateamerica # democratsaredangerous everything liberal touch turn absolute shit . url,1
85583,# wednesdaywisdom extreme weather road condition make driving dangerous stressful . please safe effected # hurricaneflorerence # safetyfirst,0
88398,... veer left old church ...,0
50667,# hurricanceflorence way ... # praywithoutceasing,0
90222,# antifa grueling training ! go much better video game.🤣 url,0
74235,"$ . - best price asmodee board game , various url",0
52352,# nickidagoat ! ! !,0
95106,@ user good getting truth .,0
16717,# nowplaying interview monique rochon starring “ pulpit secret ” september landis theater vineland listen url # thelounge,0
37049,# nba kfreeagent looking rd member crew . ’ good record reason due random teammate . hmu interested . pure slasher pg pure sharp sg .,0
58975,"# shugurrgiveaway craig , wearing swag party hat . thank shugurr inspiration helping realize love art . 're best !",0
62938,"# hollywood # liberal threatening since reagan , bush , w. bush trump . none made move . # emptythreats michael moore say 'll move # canada new film lead trouble '' url",0
15437,% nigga podcasts youtube channel dedicated shit ’ getting solved url,1
21198,*smexy beach long chair asleep cigarette wine hands* # openrp,0
66623,"@ user pandering hrc crowd , blm , antifa . yeah , ’ really texas need office . god bless texas ! # voterednov",0
91472,anytime randomly bust laughing ’ remembered dumb shit albria said ,1
27211,"# climatchange tick conservative . hard belief system . rain toadstool locust , problem . much actual rain , unbelievable . good article full quote . 's word . url via @ user url",0
98531,@ user @ user  like jewish people claim holding money . sound familiar ? left wing libtard family family kkk . hate jew ? ’ funny . gun control ; even funnier . good luck,1
46018,"# maga read : george conway call donald trump ’ ‘ ceaseless , shameless , witless prevarication virtually topic ’ url via @ user @ user",0
19152,@ user @ user,0
43753,k bitch ,1
98685,# liberal always dirty trick get way .  url,1
31665,# conservative upset # bertenernie # gay # sexualpredator @ user hooker @ user # rapist # supremecourtjustice,1
38732,# antifa protest # athens year murder pavlos fyssas golden dawn . voter complicit crime . # killahp url,1
47022,"# # # # abused . # sit # , # wait # , # maybe # # # change # # future , # # # # going # # get # # ticket , # # # # evaluating # . date , . . . writing account disabled instagram . whole text comment field . url",0
66074,# kavanaugh john fund : kavanaugh ford controversy – 's even honest liberal upset url,0
41323,@ user gun control take gun law abiding citizen ’,0
27613,"# antifa # resist.. trump trying bring world peace , obstruct like democrats.. good also ? hater gon na hate ? url",0
61997,@ user @ user advocate model natural beauty .,0
58690,# maga # kavanaughconfirmationhearings postponing vote well let open hush fund book url,0
15977,# ticktock formally charged mishandling sensitive material choice release proof guilty high treason united state selling patented military secret saudi arabian government . url,0
31957,"# backtheblue . jeff session : ‘ listen aclu , antifa , black life matter ’ want chicago shooting url via @ user",0
46983,"# conservative like old # garbage bag blowing wind , 's old garbage bag ... url",1
90529,"# tipoftheday giving # coffee gift / part gift , make sure ask airtight container valve-sealed bag . tin-ties cute wo n't preserve coffee past week . join mailing list tip , fact , coffee news url url",0
91136,# arizona # tennessee # alaska # sc soon rinos ( aka liberal ) reelection vote ! # draintheswamp  url,0
76332,# affirmativeaction # affirmativehate . # altleft want law prof fired pointing poor performance unqualified admits . url # tcot # conservative # law # lawyer # lawdean # lawprof # upenn # altleft # highered # aba # highereducation # academictwitter,0
42929,# lisaxmichaelkors soo beautifull,0
82896,# breaking official ! @ user music video # gtfo reached million view youtube still # u itunes music video chart ! keep streaming # lamb 🦋 url,0
30424,# vijaymallyacase @ user usually good credible anchor heard interpreting malliyas statement others said met talk settlement said maliya said leaving london please contact live tv,0
97795,# aurora # il # kanecty please keep looking sharing sweetheart named rosey . little white tan chihuahua terribly missed . see call - - right away ! url,0
22067,# bakersfield need gun control ! sorry victim gunman hope rot hell !,1
48738,"# believe 'm going teach way create exclusive , online 'traffic economy ' never short supply qualified prospect sale url url",0
62374,"# trump going visit victim # hurricaneflorence . # antifa planning rally . meantime , party . boat bros '' # antifascist # maga # kag # wwg wga # greatawakening # qanon # qarmy # florenceaftermath # florencenc # northcarolina url",0
95156,# denver 's venue stacked epic show # fall  put together fall music guide url help pick show going hit season - check ! url,0
81749,# sundayfunday  go check girl thecanncierge take bomb photo drop hell lot # cannabis knowledge ! canncierge  ’ pot stock… url,0
68363,chan hunting antifa url via @ user,0
79756,# honoursacrificeboycottmatch hope human right rat r happy ! hope sidhu happy ! hope liberal r happy ! let ’ play cricket wth thm let ’ thank thm wht r soldier let ’ celebrate impotence funny piddly little nation like pak taking u ride,1
24097,"# womenwednesday : meet multiple-award-winning designer @ user bfa . in-demand @ user grad behind @ user recent redesign : url lacava , centre , pictured classmate # concordia . # cualumni url",0
99563,# confirmkavanaugh  # kavanaugh # scotus # potus # presidenttrump # americafirst # maga # kag anti # trump liberal activist accuser # ford make accusation willing subject b question ? suffer consequence filing false charge # lockherup url,1
92047,anal stimulation url,0
23542,"# resist traitor caught video breaking law # communist # socialism way slow # trump agenda . dc chapter democrat socialist america . forget antifa , distraction real resistance . # maga url",1
43453,# nuevafotodeperfil pic : @ user awesome ! url,0
69292,# serenawilliams making - start st set look like ancient history playing now.. # usopen,0
97930,"# wce love life , best thing ever happened 's girlfriend 's also best friend know alot heart break baby wo n't break heart . @ user p.s yes cropped r-truth .  url",0
28354,"# celebrity bekah martinez pregnant ! bachelor star expecting first child boyfriend grayston : bekah martinez whole new reality — going mom ! bachelor contestant , , .. via url url url",0
74959,# greatawakening # qanon # patriotsunited # wwg wga # areyouawake awake see clearly 🧡 check video url url,0
96033,# florence look like getting ready explode . notice eye starting reappear . url,0
80440,alex jones smokin dick man really got supporter ,0
98096,# bbnaija told u child grace meant busy time famz anybody # teamceec url,0
83416,"# christineblaseyford grinding # kavanaugh party almost yr ago ... ..you got ta love age , ridiculous # metoo movement swear # kavanaugh already get , # liberal anxiety attack like / / url",1
59687,# choosecruz let ca ny liberal # dontcamytexas url,0
86570,* . celine_swittins follback erza_jullian # openfolbackceline_swittins,0
67418,"# corybooker hero , american traitor treated . arrest , prosecute , carry sentence . # kavanaughconfirmation url via @ user",1
61929,# conservative thanks tory doctrinaire policy going back time losing hard one benefit prosperity . go forward eu partner url,0
58632,round goon bitch kiddin me🤣,1
51621,# hurricaneflorence producing rain . please safe . url,0
85309,@ user @ user @ user scott gottlieb ’ know ’ opiod ’ . ’ definitely expert anything . however expert reading bank statement counting money .,0
57330,angel run . five come courtesy mike trout homer . trout connects - pitch runner second third,0
30207,# california lead way gun safety . url,0
62237,# communistnewsnetwork 's rented lip @ user never ever seen protesting demanding gun control street chicago ? # liberalshateamerica url,0
92823,"@ user blow hard going push vote . bad enough name , always tappanzee bridge u nyrs say . hope investigate going opened risk life one knew n't ready. url",0
39788,# patriotsunited # patriotseffectingchange # patriot # maga # trump # trumpssuperelites # thestorm # greatawakeningworldwide # qanon # wwg wga law abiding citizen . right defend . fight fire  fire  antifa article show u . read  url,0
48820,"# sundayshoutouts @ user ... . amazing boundless support endless appreciation support return , 's loop love respect… url",0
35612,@ user # morebs = # barrysoetorobullshit,1
96905,"# tytlive omg latino faith based woman think trump christian . wow , poster child immorality hating latino",1
34122,# a. stuff people say amazes . get already gun control . take look happens people arrested gun charge weekend chicago . given slap wrist . # nra url,0
17100,# conservative always revolting url,0
72538,@ user @ user @ user @ user @ user @ user 's said . vast majority u leftist support gun control . 's inherently left wing policy . many revolutionary socialist anarchist n't support aggressive gun control believe working class armed self-defense .,0
68371,# democrat # liberal accuse # brettkavanaugh proof ! ! meanwhile supported # tedkennedy run @ user called lion senate killed woman . # wednesdaywisdom # news # trump url,0
24638,@ user # google fellow goggler must say election night one greatest night life ! watching libs hillary supporter especially medium still laughing ! alls pain tear brought great joy ! # thankyou,0
73621,# bestpotusever # lovemypresident # maga # brilliant # winning # masternegotiator @ user thank ! url,0
79778,@ user # carrey # pervert !,1
87617,"# angel_dad : lawmaker really cared citizen , would secure border url via @ user url",0
16323,american tail really one underrated animation ever ever ever . fuck cried scene,0
90328,@ user nigga stupid trash dont play play bitch ,1
71350,# nooneaskme 's opinion # offset keeping beef # cardib @ user know cardi slow believe everything says.. meal ticket . think # offset need sit ugly as .,1
43782,# icymi - liberal ' favorite myth obama law professor destroyed ? ! url,1
46378,# joyfulglitz # younique # blessed # momlife url,0
18357,"# haveyoursay : live # garston , jane want hear view location new community police station . proposing open new accessible community base south liverpool nh treatment centre church road . think ? url url",0
24000,# seek lord find call near isaiah : # god # waiting come kingdom # jesusiscalling give new # life # repentance # forgiveness # salvation sin # satan # europaafricaus # pray # trustgod # believe,0
51286,"# repost @ user get_repost  happy th one prince harry , duke sussex . 🥂 grounded , compassionate guy , taking mother , ’ m… url",0
10412,"@ user complete person 've ever met . n't know happen pro football , lot special thing life . want duke football player , , ands buts , '' @ user url",0
84900,"# spending . n't speed money . saving atlest % earn , start today . look income expense , find start cut back get % save .",0
45147,"# jenelle want world know bikini . oh , pray nc .  url",0
58287,@ user demonstrate wholly incapable carrying thought logical conclusion ?,1
44599,# uglyisthenewpretty  n't let ppl tell look ! ultimate power projecting laughing projection others actor play life ride afraid ? 🤔 url,0
38726,@ user # maga care farm . reason commit murder . end story .,0
36393,@ user @ user @ user @ user go @ user jean . 've wearing wrangler yr . ever since found levi contributed heavily gun control group & amp ; gun grabbing politician back .,0
74747,# feelsgoodgirl @ user @ user proud amazing gambit url,0
43173,@ user guess ’ swamp as originated,0
58109,# maga # qanon # greatawakening # inners # wwg wga # nowcomesthepain # walkaway # goodbyedemocrats mccabe strzok caught destroying evidence final day fbi ; “ huber running grand jury ” url,0
42091,"# conservative ’ # afraid # anitahill # redux : know # power matter # truth : # republican ’ worried # kavanaugh # hearing # backfire , # fact almost ’ matter url # news # gop # trump # liar # posttruth # soctus",0
29475,# brexit deal reached # eu ? ! hold onto hat ! # hardbrexit # brexitdeal # chequersdeal # chuckchequers # mbga # mega # mcga # maga # conservative # patriot # mayout # maymustgo url,0
19296,*a reminder david harcourt 's classic everyone want fuehrer : history national socialism australia new zealand avail pdf : # antifa # auspol # fcknzs url,0
96203,@ user @ user titty .,0
27467,"*soc oc dom manapun , plot ? foto hanya penanda faceclaim . url",0
42404,"# texas wake ! socialist mesmerizing weak-minded state ! **texas** cry loud ! place embody american spirit individual freedom , texas standard bearer make damn stand great senator @ user # savetexas url",0
14972,# pastramicity 'm sad n't found sky sooner music still amazing,0
49426,# wcw zamalek.zamo ! mapholoba ! first friend uni upto today still muntu ! love pholobs ! year strong ! @ user  url,0
82638,# proudfatherswithrtg / way cnt wait ... hope god mke hppn ... ..,0
51052,"@ user ... irrelevant . n't find weed , would dug th grade picture wearing hoodie talk thug '' . ''",0
32059,"# chequer dead . d.e.a.d . time move . # supercanada offered take . time @ user face fact , retire mr may appoint new leader , probably @ user",0
77649,"# auspol flawed though many way individual , labor pm always battled achieved lot nation . recently , apart gun control , lnp actually done _for_ nation ? ? go , make list . url",0
32061,pet ? ? ? fucking disgusting url,1
88660,"# maga breaking news : dnc stole playbook george costanza seinfeld . least know 're . dnc rule # : 's lie , believe . watch : url",0
63129,# liberalhypocrisy # tacobell liberal ask illegal immigration ? taco bell employee : habla ingles ! '' url,1
79653,"year ago antifa rapper pavlos fyssas surrounded fascist golden dawn party keratsini , athens , stabbed death . five year later forget forgive url url",0
99016,"# collegefootball ' dt/ol gallatin , tn url `` turned yr old aug st `` `` average movement '' `` dog '' # sec # pac # big # big url",0
57283,@ user @ user agree . common ground . n't like bush . particularly hw . url,0
74797,# blackinkcrewchi lily ’ hate ... .you hate . worst enemy cause let anger get way legit feel like shes one kid work job,1
25177,# justiceforsoniasfather mr usman buzdar sb ! please respond sonia iqbal daughter pti counsellor okara whose father killed election nawaz league killer . saying commit suicide front medium . justice ?,1
68831,". @ user ‘ listen # aclu , # antifa , # blacklivesmatter ’ want chicago shooting url via @ user # session",0
60621,@ user ( ( ( ruth porat ) ) ) another coincidence ? good people . people like shapping narrative censoring search result ,0
87428,@ user - worst potus . ever !,1
39400,# conservative genetic ability understand # hypocrisy # irony . right wing ideology get ya twisted knot . # onpoli # ontario # partyofyesteryear @ user # fraudnation url,1
90355,( ) got angry stating checked drawer ’ see making argument could still fault particular instance . # ohreally,0
38003,"# aldub thweeksary  @ user @ user @ user @ user @ user @ user @ user @ user thankful , keep fighting want tomorrow .",0
62788,# oitnb . worst public defender . trailing pen uner word .,1
28484,# trademark attorney daniela paull paris next week attending nd annual @ user conference - get touch also attending would like set meeting url # ip,0
91471,# timetravelthursday # maxdrivetimetravelthursday # onairwithshine # np home - @ user # maxdrive w. @ user # radioenchantress,0
84343,never regretted .. even hardest time ! ! url,0
88745,# theview # bothamjean n't believe # amyguyger lying po ! live near police station..i hope pray cop n't bust house thinking 's his/hers kill me..my god..we/people color police prey..we 're always police cross-hairs..no matter,1
70443,"# antifa , september : stop fascist nvu # amsterdam ! url",1
90402,# becauseoftories lowest youth unemployment since record began  url,0
90327,’ nyfw cause class act.. getcho wack as outta url,1
85687,# maga # kavanaugh # drainthedeepstate @ user 'd like see @ user interviewed . book war laid lot happening today . dc secret resistance society antifa  white house meeting . interesting hear yr bk . url,0
88177,"# sandraoh dressed like queen tonight ! salute , canadian goddess ! let 's hope win # killingeve . # emmyawards url",0
31022,@ user wwe considers raw bigger show ronda later ppv show bigger nane,0
65545,# greatestthingsaboutthe liberal ’ unhinged,1
56129,"# stayonyourpath # healthquote wishing loose fat , get back wellbeing slow reverse aging process check super powerful natural method url url",0
51851,"# somethingisabouttohappen go bottle floor , water dripping . snapped trying cool . pissed something sure . stay tuned .",0
31997,# fakenews like @ user @ user gloss today thanks # christineblaseyford circus act . # confirmjudgekavanaughnow get back triggering liberal talking @ user ‘ success .  url,0
89493,# capitalism may undermined displacement menial laborer # ai conservative therefore inoculate knee-jerk reactionism notion living wage '' ? # economics # marxism # marx # robotics # communism # socialism # socialismkills '',0
34903,# california try new tack # gun # violence : # bullet # control - new york time # activist ⁦ @ user ⁦ @ user ⁦ @ user ⁦ @ user ⁦ @ user url,0
40766,# eminem could 've gone harder n't reason rapgod one best lyricist game . lot people talk smack never . @ user url,0
58543,"# conservative mu pray liberal . trooly kno knot watt . brot socialist democrat , wonderful , , ignorant parent . served inda military . learnd serve christ , . eye reel -eyesed conservativism closely aligned w god .",1
53194,# deplorabledregofsociety say joe biden ’ girlfriend . # lol # maga # redtidalwave onward # dreg url,0
79222,"# disarmthem # antifa please one stupid enough . u open carry , u carry concealed . anyone stupid enough , considered act aggression shot also carry one weapon . shoot kill , maim .",1
72401,"@ user * puerto rico destroyed ; , die * trump visit , throw paper roll people * month later , puerto rico still waiting help * trump say everything fine , visit great success 🤔",1
37002,# beto o'rourke talk gun control houston campaign event url via @ user,0
31354,sick as ppl school gave something chug nasty drink go away,1
99347,anyone want bet cost $ k election referendum ? url,0
60713,# conservative going make hay # trudeau ’ answer truth ’ criminal everywhere people commit heinous act violence . whether ’ syria brownskin white canadian born ’ tragic around . url,0
89054,"..while reading , feel like hearing cardi b 's voice rapping. url",0
29008,# conservative # dumberthandogshit central point tweet,1
96333,# season # scary er subject condemn antifa take soros money ? url,0
19770,"# charlotte could see anywhere ” rainfall # hurricaneflorence ( # florencenc ) . florence nothing mess around , powerful life-threatening major hurricane , bringing lot ... url",0
41590,@ user # rosie make nauseous ! 🤮 url,1
72523,# feminazis liberal # metoo count blame non-liberal man . # bizarro # kag  url,1
25783,"# conservative n't like # liberal , definition liberty different , # conservative freedom mean # freedom # obstruct # impede # prevent # progress # humanrights # civilrights # society general . # liberal freedom come",0
16683,@ user watch ielts liz .. amazing,0
14640,"# brexit deal reached - unveiled special summit november , @ user sold # uk eu ? ? ? better @ user finished ! ! @ user url",1
31641,"# blackeyedpeas tackle gun control , social justice new song ‘ big love ’ url url",0
23762,@ user # google appears completely testosterone-free work environment . # soyboys # fairyland # hurricaneflorence,0
45984,# wednesdaymotivation # startup # entrepreneur | # bos want salute start-up entrepreneur thing . especially one lack true insight task need done law url,0
74909,# crazyredhead # angry # orange # cheeto claim # president . never accept . denying life lost puerto rico ? # monster # … url,1
88822,@ user @ user bull crap . know n't care . trying get attention presidential run . see senator giving nonsense ? nope .,0
89432,# congratulation erika ikizake -day marta pas courtesy marta campus service ! keep following u prize . # staytuned # thestateway # gopanthers @ user @ user url,0
38070,# hurricanceflorence god bless president donald j trump . thank service saint . hater going hate keep great work .,0
96397,"# europaleague song eu , cash remaining chip p*ss  've played card liberal u.s . brexiteers trump take nice eh life 'll better everyone . url",1
37342,. managed ... url,0
77917,@ user god help u,0
31499,@ user hillary clinton talking gun control . 'm sure thread full well-reasoned data driven response . oh . well . maybe .,0
52547,# democrat last ditch effort stop # kavanaughconfirmation smear good name # liberal trying protect abortions # boycott url,0
34030,$ phone . fucking dumb .,1
21054,# kendalljenner look amazing ! ! ! care nude ! everyone like nudity sexual desire . like artistry . # @ user every woman planet part . comfortable . # yougotthis,0
60546,# scorpio 's sure committed partner . keep satisfied bed set .,0
98396,"# wisdom # wellness teach right way build private , online 'traffic economy ' never short prospect sale url url",0
29882,"# month standing , talking , climbing ! url",0
90581,# creepypornpresident want trending office url,0
69073,# howtogetpeopleoutofyourhome tell 're vampire ... threaten eat n't get ass . *shrugs* ? problem ?,1
49338,@ user fact : lost popular vote fact : gop gone way ignored democrat conclusion : never spoke america gop gop trumpism . # maga # livewithit,0
22812,@ user @ user @ user 'm mexican way support gun control already place mean people like n't ever touch gun.what saying nothing .,0
29113,"# kavanaugh moment # blaseyford exposed fraud , expect new accuser surface . liberal one trick pony . # liberalismisamentaldisorder",1
13097,"- en taller : s- , m- , bx- ( : : )",0
98816,# hiac : match becky v charlotte kinda sucky far ? taking shot back forth stumbling around like drunk version final fantasy something .,0
77222,@ user gul bukhari gul bukhari bcoz ! iron lady ! power ,0
95258,aparently computer n't want operate moment . upload episode individually . sorry inconvenience .,0
36892,# christineblaseyford / democrat condemn conservative made mind '' time `` made mind '' condemn kavanaugh without question vote kavanaugh hearing url,0
51589,@ user see point school shooting extremely controversial bickering gun control v gun right . nike controversy current one,0
48945,# nunsprotest sad nobody supporting “ sister ” “ mother superior ” christian community ... difficult stand victim whether nun ordinary victim,0
74448,") pornhub , thoughtful people , taking suggestion category underserved community _____",0
76036,@ user @ user agree . read first paragraph struggled get past condescension . lawyer educated opinion . lawyer differing educated opinion .,0
11286,"# bcog @ user cool , confident , cocky , kick as ! ! ! @ user @ user @ user url",1
36500,"# proudfatherswithrtg bafethu love good y'all look kid , hope supportive mom ... im truly inspired best father im father ( ever become one )",0
21677,( p ) hussain a.s message muslim entire humanity . really great message entire world . url,0
73105,# chequersplan absolute farce brexit . conservative idea may totally discredited . time election # forthemany,0
41821,@ user oh fuck ,1
72213,# lifeisbutepu friend dont know using pic meme twitter ... url,0
14258,# thenunmovie scary thought would  clearly critic n't think terrifyingly creepy . like tie # theconjuring series .,0
13131,# breakingnews : # trump issue statement christine blasey ford . see ! visit url # bluewave # bluetsunami # maga # democrat # liberal # scotus @ user # crypto url,0
76379,# liberalhypocrisy # criminal # democrat # evidence # ellison # liberal # hypocrite keith ellison domestic violence accuser say democratic party n't believe story url,1
25354,"# wotd - isaiah : “ lord guide continually , giving water dry restoring strength . like well-watered garden , like ever-flowing… url",0
89417,# greatawakening # qanon # resist # impeachtrump # mueller # muellertime liberal liked/retweeted post n't know exculpatory '' mean . lol . 's testament lack interest detail . thanks guy ! ! url,0
68256,"# trump : 'd real good witness ! # johndowd : `` # good witness . mr. president , 'm afraid ca n't help ! '' day following remark , attorney dowd quit ! everybody ... url",0
78984,# repost @ user get_repost  # motto “ pr car ! ” ( wherever ) aspire break # entertainment # industry start # pr # business ? need… url,0
52080,# democratpartyofdomesticterrorists # fascist # antifa # feminazi n't # walkaway run ! url,1
25127,@ user im getting turnt holo keef regardless,0
48650,. @ user talk @ user # vyvx # cloud connect offering secure reliable connectivity @ user direct connect via @ user @ user url url,0
51762,# auspol n't know still job . seriously . url,1
71592,# maga tell one good thing # trump done # president . dare ! worst president history .,1
28558,# daysofcode day : react redux @ user montreal url,0
32141,# chequer violation democracy ! ! # standup brexit @ user @ user @ user people must respected url,0
80406,"# arsyoungjaeday happy birthday choi youngjae  vocal god contagious laughter , beautiful man ! ! ! could never feel sad whenever see img snippet video , always brightens day . last img saw url",0
73366,? ticket # htafc 's away match # watfordfc go sale supporter + priority point monday … url,0
26454,@ user u put privileged nfl player ur ad th anniv sacrificed nothing still rich & amp ; life . tom burnett passenger doom flight told wife . & amp ; others sacrificed everything ! gave life save others ! everything,0
78688,"# confirmkavanugh , stall tactic dc crony recourse . delay . # votered end madness # maga",1
76135,@ user @ user @ user @ user beat hell nj lol . dude already made assumption 'm antifa . even ignored evidence make assumption .,1
30778,# stopetchecopar ? fuck  que florezcan mil baby etchecopar ,1
48418,"# antifa invaded memorial recognition kate steinle austin , texas , tried comfort looked like struggling , returned southern district new york , recused michael cohen raid , trump full support . moving .",0
10313,@ user law law abiding citizen . second amendment . ’ need gun control . criminal ’ care use gun end time ! figure stop using gun !,0
78950,# onairnow jon bellion - url # rsidance url,0
13993,# immigration public charge rule law year u.s social safety net designed support u.s citizen finance foreigner life u.s # trump # maga . url via @ user,0
32492,# florence list : url hurricane florence feed .. # trump # maga central # va | @ user ..close-up view..excessive rainfall outlook today a.m. monday . purple area highest risk . # vawx # ncwx # nrv # rke url |,0
50781,# feckless encourage liberal democrat waste lot time expending energy trying convince trump voter . ’ need . ’ majority . '' url via @ user,0
22569,"# antifa mentally unstable coward , pretending relevant . url",1
87317,# emmy sanda ho asia america canadian description @ user,0
53862,# welovesergiobecause sweetest guy ever ! love u much 'm happy fan ! url,0
89424,"@ user @ user 'm nc . thursday 's work nursing home hair . around : heard tv 's alert . afterwards , test tv 's . went lunch : , one radio . strange . keep saying , unusual",0
22470,i'am sleepy.. { bot cuddle } { # roguebot } '',0
48938,@ user @ user browning looked like dog shit fcs school . ’ point ?,1
85360,"# wcw - @ user live coverage youtube video # textureontherunway ! official natural hair medium company nyc , emmy award winner fierce ! … url",0
90032,"# ctriders hope enjoying friday ! 're looking way enjoy nice weather weekend , september # readanewbookmonth nothing like reading new book patio nice cup coffee : ) anyone ready anything interesting month ? url",0
31182,") wow , safe sex ! 's hot ! love butch top also receives ! url",0
83464,... antifa men '' get riled big anti trump rally playing theme song wonder woman movie repeat . power rangers ? ! 🤔 url,0
51218,"# brettkavanaugh ... anyway , matter replacement justice kennedy , bigger one conservative fortifying scotus majority decade come libs longer hiding desire directly attack bill right ... .",0
41438,two taste like as . url,1
72867,# team thebeez please share pup nothing except owner died # dumped die shelter grief owner terrified noisy shelter please # nokillshelternation need let find poor pup # hero animal url,0
73439,# despicabledems lie rifle . dem distorted law push gun-control kavanaugh confirmation url via @ user,1
25657,# meetthespeakers  @ user present event oiw : finpact - global impact financial technology . senior advisor group sustainable finance worked green energy climate risk . join u meet thina url # oiw url,0
67018,people unfollowed talking merlin sorry y'all im still covinsky 's as im waiting psisly sequel announcement ive run witty funny tweet tatbilb drained,1
50665,"# wednesdaywisdom antifa call right fascist , reality , left following scenario third reich : indoctrination youth , trying control minority total lack understanding knowledge history . # walkaway",0
24583,"# kavanaugh typical # liberal , # democrat url",0
