id,tweet,subtask_a,subtask_b,subtask_c
95450,@ user hedy lamarr close second . fascinating .,0,,
46438,@ user  beloved ! ,0,,
77733,"@ user please n't tie left - guy pathalogical also , let 's make alt-left '' thing . alt right nazi white supremacist bunch random college / yuppie socialist , podcasters , antifa equivalent way , shape , form . ''",0,,
10498,@ user way defend @ user worst auburn . time part way,0,,
26489,@ user @ user ’ married ? wife ?,0,,
57426,@ user lot guilt tucker take upon . surely fault ?,1,1,0
23840,@ user oh man telling today . good encouraging advice something new .,0,,
92379,@ user @ user yes mother deranged left make little boy ! really going let happen ? pure evil ! # votedemsout # maga # # confirmjudgekavanaugh @ user url,1,1,1
56705,@ user @ user @ user different story ’ attacking liberal ’ 🤔 ... ’ since # killgough ’ issue back tho ( apparently ) # auspol,0,,
77358,. little one . reason strive day become better version already . . baby used fear ’ never enough time family.… url,0,,
13698,@ user awfully good transvestite,1,1,0
13064,@ user @ user omg shyt,1,1,0
61302,@ user @ user sir russia ... .putin broke little bit crazy ... paltry . trillion gdp might cause desperate action dying regime . denuclearization exchange oil patch tech . thats have.. sir..maga,1,1,1
94862,... 's : url # trumparmy© @ user # allvetsradio # voc # thebrooksbrown # maga @ user @ user @ user @ user @ user url,0,,
25582,@ user @ user either democrat & amp ; liberal move aside help move aside people remove office +million veteran ’ wrong url,0,,
54030,@ user @ user pushed limit . url,1,1,0
53500,@ user @ user @ user # trumpderangementsyndrome case number wow # liberal got bad # msm,0,,
78967,@ user handsome boy ! reminds one foster little bit . sorry ’ better picture - one one got away . ’ could . url,0,,
98130,@ user seriously ? ! really believe crap ? ’ move offensive . ugly side unbecoming,1,1,0
15251,@ user never planned testify . act - one fell flat quickly . liberal never learn . know tactic . accurately predict action & amp ; response . also know think & amp ; research . 's hate u . ca n't control u .,1,1,1
88269,@ user @ user awesome !,0,,
15451,@ user sister ! lol,0,,
97470,# cincinatti well shooting keep happening stupid gun law time american woke something keep happening god prayer going help proper gun control law .,1,1,0
87412,@ user rosie hug tight hello angy . '' smiled happy `` im happy back bet levi second . '' levi walk gasp `` rosie ! '' levi ran making jack smile '',0,,
66057,@ user oh god . ’ fucking cute .,1,0,
65867,@ user hope liking cooler weather . husband going watch hellboys see theatre . excited ! !,0,,
77308,@ user @ user @ user would anyone group lock-step either party ? ’ favor gun control believe climate change . ’ big government wealth redistribution . independent thinker ’ fit either party .,0,,
94076,@ user yea think ! time thanks asking : ),0,,
35321,@ user jewel gravitational field ! ,0,,
23366,@ user national unity ? full ! tweeted get people mobilized . mean paying people mobilize cause violence ! spoke antifa ? official group terrorist .,1,1,1
41560,chris christie : kavanaugh allegation 'extraordinarily unfair ' '' url # tcot # maga # rednationrising '',0,,
63983,@ user ’ actually never seen got know still died,0,,
28625,@ user @ user cool synchronicity..it def made day ! released thread w/exactly concept . # deutschebank connection undoubtedly pivot point.. & amp ; # mueller crack squad financial forensics expert team w/vast db $ $ -laundering knowledge . subpoena # kavanaugh,0,,
32435,. @ user used # ldconf speech spell issue facing britain overcome without resorting populism @ user @ user @ user party # demandbetter britain url,0,,
75045,@ user @ user brilliant ! # maga # walkaway,0,,
47395,@ user inciting violence . big difference free speech inciting violence . sometimes expecting action good bad word use . people must held accountable word good bad .,0,,
51180,@ user hope get back nd day real dawg !,0,,
34953,# muslim # islam finally got # whitesupremacist # terrorist wanted long harp say worse .. two year old boy # ramsgate ! jesus 🤔 # maga # mega # mcga # mbga # conservative # patriot url,0,,
92132,@ user trump playing whit liberal bet way help conservative win next election take credit . trudeau corner right . deal whit usa bad canada .,0,,
55276,@ user @ user serena bully . threatened shove ball throat line judge u open . point away losing semifinal dbl faulted . went ballistic penalized point . lost match due threat . 's bully '',1,1,0
66290,@ user already gun control tho ...,0,,
51986,@ user @ user christine blasey ford fine upstanding american follows : beverly hill antifa laguna beach antifa neverland antifa midwest antifa boston bob antifa wait ; anthony weiner - inmate # @ user kinda say ! wwg wga patriot ...,0,,
13665,@ user n't think need qualification . good . impressed . inspiration younger peer .,0,,
68264,@ user ... stay classy ! ! ... bully - ump take court bringing reputation disrepute ... 🤔🤔🤔 url,0,,
87376,@ user % ballin ',0,,
42047,@ user actually thinking joining antifa .,0,,
13793,@ user back !,0,,
24340,@ user @ user left become bunch thug . # nancypelosi # chuckschumer,1,1,2
29007,@ user full truth justice ... . url,0,,
19008,@ user right,0,,
14093,@ user yes tired relying mf answer phone shit ’ even worth ! ’ new plug ,1,0,
47000,@ user @ user @ user european liberal conservative must stand together populism . follow page think . @ user,0,,
47771,@ user love n't give excuse..he n't mentally ill dangerous idiot ! ! ! !,1,1,0
29779,@ user @ user # brexit @ user dangled another fictional carrot conservative increase social housing ... ... ’ know ’ happening month ? meant stupid trump supporter swallow propaganda ?,0,,
71574,"@ user @ user @ user @ user @ user @ user @ user definition freedom also important . instance , country strict gun control . also jail calling somebody name twitter . law london carry pocket knife . however , label freedom '' . n't . ''",0,,
93258,@ user . @ user call intellectual prostitute '' know smarter intellectual . '',1,1,0
34666,*** destroyed / / *** n't back story friendly glorious ... .she sweet young lady may need little time decompress feel confident . please help tonight ! ! url … url,0,,
82331,@ user @ user take joke lefty . behaviour disgusting . drawn .,1,1,0
71996,@ user @ user latino conservatives=self-hating freak,1,1,1
26157,@ user definitely sure !,0,,
98745,@ user @ user google need lose - c privlages .,0,,
89834,@ user @ user whatever happened innocent proven guilty ... liberal want kavanaugh guilty trump picked . get,0,,
10587,@ user talk worst year player yankee history ?,1,1,0
32786,.. woman nothing play tennis yet constantly disrespectful ’ insane . whole owes apology atp url,1,1,0
55643,@ user @ user ( ) ok let play game . side '' openly advocating persecution race & amp ; promoting segregation ? supporting militant group similar hitler brown shirt ( antifa ) ? calling gun control ( even wanted armband ) ? '',1,0,
62075,@ user child ~ retarded one .,1,1,0
45756,@ user mean allsup communist antifa shithead people would coming defense despite shit . political team sport dumb . allsup dickweed .,1,1,1
35251,@ user 'll bet liberal democrat .,0,,
90242,@ user @ user @ user asshole going jail . happened $ million paid company ? mueller know .,1,1,0
46699,@ user @ user @ user @ user @ user @ user lol mean .,1,1,0
84112,@ user @ user traitor,1,1,0
43506,clear fully support free speech . especially libertarian conservative silenced n't want read leftist trash talk timeline . n't want censored . n't remember following . enough personally block .,0,,
52628,@ user ’ go pick u fuck uber,1,1,0
16936,& gt ; literally run wall . hole . master ! okay ? url,0,,
43458,@ user hot ! !,0,,
92079,@ user helping # redwaverising url,0,,
12806,@ user shhh ’ let conservative see ! ! url,0,,
58280,@ user muscle,0,,
48274,@ user believe gun control law extensive . feel government come better way assign people gun . agree protecting point . alot innocent people dying . # /,0,,
54897,@ user @ user fr ! people always bullshit & amp ; ’ postponing missing anything else another person ’ get shit together . else fails go & amp ; tbh end better time anyway 🤷‍,1,1,1
37682,@ user @ user @ user @ user coming closet admit russian asset,0,,
56915,@ user end gitmo,0,,
11618,@ user stupid . concrete ? ?,1,1,0
38886,@ user delusional ! get rid electoral college corruption crony ruin usa ! almost ! ! ! # voteredtosaveamerica # maga ,1,0,
56592,@ user understand that.. child mad week old asked leave book club meeting : ... obviously someone child home bring baby,0,,
63646,@ user @ user @ user @ user @ user @ user bro one big happy family,0,,
30103,@ user well since stream always porn title im going sa love porn,1,1,0
17578,@ user domino as,1,1,2
38483,@ user hi hopefully board one passed . apology delay . experienced heavy delay across service passing st albans due roadworks . apology delayed response .,0,,
17675,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user hahah yes trump beat obama election 🤣,0,,
58830,@ user muted awhile ago tried say shit like ix ine positive work mexican rap like ’ kind pedo garbage .,1,1,0
17691,@ user fresh boy think strong ,0,,
55006,. love ~ . . . . okai . . ~ url,0,,
87893,. @ user kavanaugh accuser issue make evident dbl standard dems use discredit conservative . please release make public name used congressional sexual harassment fund . let accuser come forward ... url,0,,
65469,@ user pls get rid holly uneducated sport . wheb sportscaster throgh sport professional presentation look like joke,1,0,
77903,# diversity become # tribalism . # culturalappropriation left 's 'unwinding # america . url # tcot # conservative '',0,,
91308,@ user ’ ! ! ! ! ’ creating new democratic voter ! !,0,,
54265,@ user @ user maybe democrat antifa,0,,
92091,@ user literally one beautiful people ever seen entire life want know .,0,,
23084,@ user @ user ! jack sack ! conservative tweet barrel !,1,1,1
97852,@ user @ user @ user @ user suggesting way climate barbie lead example . something liberal n't know . ethic code violation prove .,0,,
60451,@ user @ user voice frontline domestic violence gun lobby drown . # cdnpoli url,1,1,0
49370,@ user long football player receive half make . let keep protesting . player ’ going win .,0,,
66545,@ user @ user insinuating rape victim credible polygraph admissible court .,0,,
18561,@ user new hero . god bless,0,,
42212,@ user yet another “ good guy gun ... . ” 🤦‍ need common sense gun control legislation # dosomthing @ user # votethegopout # countryoverparty document : alleged mass murderer thought wife cheating url,1,1,2
95191,@ user @ user antifa fall report ? look right ?,0,,
71100,@ user @ user @ user @ user im going tell one time fuck block report as . who current president ?,1,1,0
90022,@ user greatest generation original # antifa thank freeing u nazism !,0,,
55219,@ user ahhh left punishes ’ soldier . today last day=don ’ forget million dollar goodbye check . thanks supporting cause .,0,,
27440,@ user @ user @ user @ user liberal “ nice ” “ caring ”,0,,
22493,@ user backtraced ip sent information antifa .,0,,
50231,maga pervert demons-period ! nothing sacred innocent mutt satan url,1,1,2
58581,@ user tell restoring computer earlier date correct problem ?,0,,
48281,@ user realize ridiculously radical tweet sound right . trying mobilize antifa ?,1,1,0
81253,@ user look like ’ sucking lemon go hearing .,1,1,0
73212,- colin really hot ? - yes !  url,0,,
93754,@ user brutal . hopefully sell team ...,1,1,0
45586,@ user keep getting,0,,
28596,@ user @ user liked trump scared democrat . plus making million making unprofessional short video . pretty much like looting liberal legally,0,,
27692,@ user ’ thankful people virulently demand gun control frequently ’ gun . mercifully ’ natural selection way . generally show violent tendency verbally . licensed gun owner usually civil polite group b/c understand alternative .,0,,
81657,@ user f* ! k @ user instigating big mouth bitc* & amp ; evil friend . @ user opinion ! ! ! # teamtani,1,1,0
78183,@ user @ user @ user n't know . know one heck patriot preached unity people # ethiopia costly .,0,,
31246,@ user @ user big wanda fucked wrong one ,0,,
91405,@ user @ user @ user @ user @ user @ user @ user say 🤔 typical liberal,0,,
67006,@ user @ user would dems work . still think dr f told long ’ ever going far someone convinced conservative would roll immediately,0,,
87281,@ user @ user @ user @ user @ user speak rest u ?,0,,
21267,@ user stamp shit time,1,0,
15922,@ user @ user need serious psychiatric help . guy anger management bi polar psych case study . url,1,1,0
85133,@ user got chance blew,1,1,0
65355,@ user think super bad stuff .,0,,
25043,@ user @ user kidding ! tell son never alone woman unless dating even protect somehow ... geez n't know turn recorder .,0,,
24720,@ user @ user liberal demonuts never learn . conservative always find truth blow whole story .,0,,
15876,"@ user need gun control right ? oh wait ... guess doesnt stop criminal , law abiding citizen . known . ... . think '' want control disarm . ''",1,1,1
21376,# toad one top . nobama best described ... ..  # maga # trump  url,0,,
87273,@ user like ’ missing ... lmao ’ bitter ignored yet ’ ignoring ’ ’ like ’ hard message ,0,,
84538,@ user # maga durbin must participated tesla podcast think huessein ’ administration scandal free . durbin think gun control work chicago also . # # rahmemanuel # chicagopd @ user,0,,
93133,@ user colin dick would sell quick !,1,1,0
96063,@ user ’ right # walkawayfromdemocrats # voteredtosaveamerica # votered # mcga . # maga,0,,
75167,@ user ugh put antifa mask back scare child,0,,
75791,"@ user get inner city , i.e. # chicago , policy promote job growth # nuclearfamily return . lack one @ user @ user daily killing , gun control '' issue . # twill ''",1,1,0
37729,@ user awesome  . course left think differently care . great ! ! !,0,,
92720,@ user @ user tear joy ?,0,,
92000,@ user full . go .,0,,
63028,@ user @ user @ user poet . n't ask knoweth .,0,,
44162,nearly half trillion dollar already repatriated ; coming '' url # tcot # maga # rednationrising '',0,,
48717,@ user remember . people make story n't ask fbi investigate story . # kag # maga # kavanaughaccuser,0,,
43384,@ user conservative understand grammar,0,,
89738,@ user time take twt . anyone team ounce gut ? . @ user @ user,0,,
98644,. new gun control law . term limit . eliminate lifetime salary politician . medical benefit federal employee . federal holiday election day . review presidential power pardon,0,,
88126,@ user thing ’ disputing nation problem never i. however say someone likely die earlier botswana anywhere world reach . ’ felt exaggerating .,0,,
75943,@ user 's hard believe . remember cute first daughter '' white house . voted dad twice . true force good . thank . '',0,,
20399,@ user @ user ha ! ’ met neither dull ! hand ... ..,0,,
68120,@ user @ user @ user eat child wild,0,,
92033,@ user lol think ex girlfriend antifa infiltrator ?,0,,
21767,@ user @ user @ user n't pay money account stuff . stranger . everything obsession sonic . hope dy .,1,1,0
97985,anywhere ? really asking @ user @ user ( see # slimshady everywhere lol ) # thegreatawakening # qanon # maga - time wake ! # thestorm # wwg wga # jesusisback # godisgreat @ user url,0,,
88855,@ user whens next meeting ?,0,,
86850,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user maga-nificient patriot ! ! please fb,0,,
61361,@ user think ’ ok say “ disagree bernie military spending find record gun control troubling ” still support .,0,,
34518,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user keep telling lie ? ppl belong antifa/kkk supporting supporting statue staying going. # dems love repeating lie nothing else . repeat hand n't shoot ? probably .,0,,
95937,". @ user listened liberal ; democrat bed-buddies msm demand transparency '' @ user well , get yuge scoop `` transparency '' . like said start thread : careful wish . ~end . url",1,1,0
16162,@ user want # maga : . stop intellectual property theft china . . pivot away china give business asia country . . ask u business move country . tax reciprocally . make xi look weak ! demolish south china sea . xi crook ! @ user,1,1,0
49345,@ user @ user @ user @ user @ user @ user @ user @ user omg ... .he sex leg,1,1,2
33337,@ user 's called fds otherwise commonly known getting way '' . antifa member hard work .  '',0,,
29687,@ user @ user @ user @ user woooow awesome ! ! ! url,0,,
61775,@ user main muckspreader @ user surprised various twist turn # fake # novichok story url,0,,
95645,) weird way debate section reminds gun control debate u . law allow people gun designed kill people yet shocked gun used kill people . assumed would restrain . '' '',1,0,
30523,@ user @ user @ user @ user evil @ user must stopped ! major part swamp dc ! # maga # wwg wga # draintheswamp # qanons # down_with_government_corrruption,0,,
13485,@ user @ user @ user @ user thousand gun control law . one ’ “ sensible ” enough ?,0,,
58468,@ user @ user wow sweet,0,,
32303,@ user meanwhile ... greatest economy ever . job black hispanic history . k kicking as . m illegals deported daily . nk back table denuclearizing . trump draining corruption doj fbi . # outfrickingstanding ! # maga url,1,0,
12796,@ user @ user pls take look signing gordon deep threat goodwin hurt need . @ user come play grop,1,1,0
36781,@ user @ user @ user @ user reasonable gun control = use hand .,0,,
40813,@ user @ user @ user @ user @ user @ user @ user @ user @ user waiting mean as florence gon na . ack,1,1,1
53866,@ user @ user he/she lying also . claiming n't know dating '' look old tweet see arguing careeeema saying 're dating . plus tom z careful hold hand public .  '',0,,
72162,@ user low iq piece human trash going go away . nobody care wack job say constantly face . think mr. trump acted despicably call going live television telling people attack conservative ?,1,1,0
35355,@ user @ user *rich liberals*,0,,
60080,"@ user @ user @ user @ user n't worry fellow # antifa # resist member , made excellent plan stop russian influence good . call general plan ost '' . invade russia 's western border three different army group cleansing population way moscow ! ''",0,,
53781,@ user @ user anyone support gun control racist . like shannon twatts,1,1,1
96110,@ user !,0,,
54858,@ user industry stand . spreadsheet care human side .,1,1,0
59064,@ user lol antifa republican year ’ care betsy devos,0,,
61374,@ user @ user demorats hold conservative & amp ; gop higher standard hold,0,,
77500,@ user love ong seongwu ? bsc reason smile tear . precious human earth ongly one brighten mood . cry bcs im poor cant afford spend much thats encourage better life bcs him,0,,
45925,@ user @ user yes like going pc plastic bag @ user could get way uni credit austerity even go back promise cut tax self employed,0,,
22280,@ user @ user yes democrat liberal continue sabotage november election would intelligent thing say +million veteran url,0,,
55150,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user antifa go church ?,0,,
44318,anxiety fucking suck !,1,0,
19659,@ user @ user dolt . ’ become another nail hammer trump .,1,1,0
69284,schmooze communist # putin helsinki like daddy ? . @ user @ user @ user # maga @ user @ user @ user @ user url,1,1,0
81801,@ user @ user @ user @ user @ user b . n't support gun control . support # say shall infringed . go read history find . part reason .,1,1,1
76865,@ user @ user wench something . must spout drivel . wan na bet someone give beating first . let 's see .. parking lot one else around black woman much better find . white people much brighter : ),1,1,0
23241,@ user another elitist touch patriotic american !,1,0,
56974,@ user ‍ deplorable '' `` dreg society '' say # public_executions make criminal think harder politicians‼ # maga # wwg wga # qanon # draintheswamp # drainthedeepstate '',1,1,1
26843,. @ user absolutely right propose another referendum . . @ user power & amp ; negotiating . ’ @ user make brexit work ; belongs . ’ @ user call general election . labour ready . url,0,,
93012,@ tana supporter saying innocent . # tana url,0,,
19145,@ user @ user glad worked hard shame physical dementia thing may simple understand talk write clearly : ),1,1,0
96625,@ user 's another jerk,0,,
14310,@ user war free speech . antifa high tech .,0,,
26815,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user yea cuz mushroom penis syndrome definitely impeachable offense  # maga,1,0,
27997,@ user croatian president 's bikini photo world hottest president ever url,0,,
29510,@ user look mirror lefty ! bigger bully antifa progressive leftist trying “ get face ” right,1,1,1
57970,@ user @ user @ user @ user going take several seat come kyle ,0,,
65961,@ user 's fine ... .. 's god prophet imagine nowadays ... yes officer fuck elementary student fine bc god said could ... .,0,,
63428,@ user announced espn,0,,
20868,@ user substantial rape charge never investigated . # anitahill saying judge kavanaugh burden — turning u law innocent proven guilty head . # conservative @ user must put end side show . @ user come unglued,0,,
95429,@ user @ user @ user @ user @ user @ user nothing isolating others 's quite hilarious watch . also around idea # anonymous year ago would know 's general resistance . n't support senseless violence actually fought antifa like u .,0,,
48006,@ user canada stand behind @ user government negotiation pseudo dictator @ user weak conservative usual . backbone .,0,,
89868,@ user saying nigga say boycotting nike military racist military fuck nike ,1,1,2
38643,@ user doubtful . 's one least hateful people planet ! ! maybe 're looking mirror .,0,,
41255,@ user jesus,0,,
46162,@ user war right = antifa,0,,
49578,year mandatory minimum crime committed gun substantially reduce violence put end gun control babble . politician support n't care . ask ? 're politician first # termlimits url,0,,
75915, gateway pundit news   judicial committee chair grassley go feinstein – say refused join call far left accuser url # maga   # # prolife,0,,
90956,@ user @ user clearly weather person . worst condition due tomorrow .,0,,
47926,@ user always lier,1,1,0
55041,@ user shaking answering question clearly comfortable # onpoli,0,,
32946,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user blind man fash antifa need thrash ? beating blind guy top !,0,,
81968,@ user compromising active investigation . sound like obstruction justice !,0,,
21440,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user yeah 's antifa dress like isi,0,,
55116,@ user @ user said thing liberal say . president trump deporting immigrant . 's trying deport people sneak country & amp ; follow rule come . come way criminal . turn cnn & amp ; try another point view .,1,1,1
95031,-- call gun control oregon prohibited state federal level .,0,,
25995,@ user @ user # labour @ user ’ commit ruling second referendum trying people pleaser & amp ; win every possible vote could get positioning either way like @ user would go well voter # conservative # bbcqt # brexit # eu,0,,
10094,night club partiers slaughtered oregon . -caliber universal m- carbine . nra call gun control research 'unethical ' .,0,,
29505,@ user conservative ever stop catering fringe group address issue majority canadian deal . every white hunter could vote conservative twice ’ still loose ! need real option liberal .,0,,
85241,@ user @ user also mean treacherous action seriously offend % @ user voted # leave *four pillars* corrupt # eu . # chuckmay # chuckchequers # bojo pm,0,,
42872,@ user hillary logic ? talk classic oxymoron ! professor sound like teaching poly sci evergreet college !,0,,
65656,@ user @ user better job could # n,0,,
68408,@ user confidence = rigged,0,,
83952,@ user liberal philosophy guilty proven innocent,0,,
96547,@ user go buy antifa shirt wal mart lumpenprole,1,1,0
75046,@ user baby n't future men ? suppose ripping limb sucking dead body putting trash . 's sorta thing ?,1,1,0
64197,antifa caught guard getting confronted last person ever wanted answer url url,0,,
55085,@ user obama preach gun control u.s. arm drug cartel mexico advocate open border . piece shit worth obama .,1,1,0
81738,@ user wrong percent time bed laying suntanning summer long bland like dry piece toast ! ... carry # bb,1,1,0
46849,@ user hero ! ! url,1,0,
70014,"@ user , tuned emmy last night , watched whole second celebrity , never heard , started talking platform . '' click . liberal ruin everything . ''",1,1,1
40610,@ user democrat leadership silent violence republican reason . explains response antifa encouraging !,0,,
36866,@ user conservative . happened party ? lost plot . @ user,0,,
45549,"@ user read comment woman saying n't come u slavery choice , wearing maga hat talking trump '' ''",0,,
90201,@ user @ user going voted november ! hateful party toast !,0,,
93623,@ user @ user always victim..same song dance..,0,,
76858,@ user rumbling 's starting bubble . dems n't listening . 're barrelling . mistake . dems seriously need stop listen . rage building like 've never seen . silence conservative republican becoming deafening . dems need listen .,0,,
21525,@ user k. dog shit .,1,0,
32689,@ user also still behind,0,,
53549,@ user oakland line suck,1,1,2
69656,@ user nigga prob made infertile god know germ brought back,1,1,0
90092,@ user nah . see sideline burst sunday ? first player care stats . ’ need,0,,
69494,@ user @ user 's also time u conservative forget ignore .,0,,
78943,@ user unhinged liberal scared wo n't able murder baby demanding . normal rational people common sense see fake accusation stall .,1,1,1
75113,@ user @ user @ user @ user ok ... .. wrong,0,,
33043,@ user ’ next ... -mr. hooper retconned pedophile -grover becomes trans -barkley neutered -big bird put med stop seeing snuffy -oscar shoot heroin -elmo member church satan -telly join antifa -zoe abortion -kermit labeled hate symbol splc url,0,,
45574,"@ user @ user @ user another blm brat blocking highway , antifa thug swinging bike lock . come another screamer gallery - except childish scoundrel screamed raped ! `` , sat middle room , stuck thumb mouth , whined `` prove wrong ! '' ''",1,1,0
95833,@ user @ user @ user wow ! like lady & amp ; ! ! ! fighter & amp ; blessing ! ! !,0,,
73651,shot— killed—friday chicago 's strictest gun control city shooting url chicago´s weekend death injury count .,0,,
48871,@ user @ user plenty conservative work afraid share racism hate democrat . sickening,1,1,1
92076,@ user like antifa .,0,,
55266,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user 're welcome bob ! hope excellent wednesday !,0,,
52325,@ user glad see another nfl owner read constitution . unlike crybaby fussing peaceful protest . # freedomofexpression # freedomofexpression still alive . 's one reason america great !,0,,
34986,@ user *as fuck . as fuck . although conservative fucking u as right .,1,1,0
70212,@ user @ user want bunker one day invited . anti-antifa !,0,,
80581,@ user @ user @ user @ user @ user leftist activist . biased stop judge cavanaugh . need draw picture ? ?,0,,
23691,@ user done obama,0,,
91170,@ user @ user gas bro ,0,,
95811,@ user @ user irony alert . ’ @ user thatcher sell council house stock trying replace . joke people,0,,
77307,@ user @ user seeing content post @ user one pleased legislation regard gun control . hand legislation need improved support mental aid individual . sectioned .,1,1,1
26981,@ user well liberal finally destroyed sesame street . whats left ?,0,,
81786,@ user @ user probably shutdown @ user website death threat . vote yes ’ likely get lot support # maga voter .,1,1,1
86718,@ user fortunately rest america swamp washington . washington worst place decide 's good america .,1,1,2
27151,@ user @ user betting ... n't choice ... .,0,,
74407,@ user @ user @ user exactly incredibly talked ’ excited see tv weekly .  . ’ brilliant .,0,,
18939,@ user @ user logo look awful lot like antifa flag communist flag . coincidence much ?,0,,
91312,@ user @ user fn hilarious,0,,
34640,@ user @ user @ user democrat continue say rapist ? democrat say republican allow rapist president ? isnt unscathed .,1,1,1
31844,@ user god never worry ’ powerful,0,,
34118,@ user thank greatest president time maga,0,,
10767,@ user maga hat would make pic legit !,0,,
37532,@ user @ user @ user goddamn right side heard . want truth kavanaugh . republican better put party country .,0,,
78177,% american say nation wrong track .  url url,0,,
63497,@ user ca n't believe luigi fucking died ,1,1,0
13121,@ user @ user farmer thay grows stuff make canola land o'lakes refuse dilute pure butter ... maybe ... .,0,,
32596,@ user n't entertain shit .,1,0,
85413,@ user right ! ! !,0,,
38109,@ user fuck gain posting private instead public,0,,
67572,@ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user @ user cute,0,,
21059,@ user white liberal like colored ilk easily worse bigot . nothing coward victim-hood enabler want keep kind impoverished via welfare identity politics . thank god people seeing evil,1,1,0
32143,@ user @ user max bos . conservative ’ made weak dud leader ’ happened . scheer try cater left wing crazy . freedom speech coward . take position trudeau nafta,1,1,0
26305,# mdzs day character deserves love : wen ning beautiful innocent person deserves love world personality adorable give need protect adopt . url,0,,
74252,@ user hello ate soup 'm tired love,0,,
81249,@ user need go away . one want see medium advocating gun control . 's unseemly .,1,1,0
49768,@ user 's snack making steak later lol,0,,
93277,@ user # bigbosstamil look like janani figured going win focusing ending game dignity finesse . seems resigned much enthusiasm anything . anyone feel way ?,0,,
56208,@ user lip god ’ ear antonio . part . let ’ hope conservative part . stay vigilant poll . dems desperate . fraud .,1,1,0
19000,@ user haha true . sad ’ need validation let follower keep spreading hate truth .,0,,
64027,organized resistance : leaking campaign state dept derail maga agenda url via @ user,0,,
16608,- gold coin : ’ cute . “ diamond blue palm tree ” visionary . probably fave production far . fave . gold coin everywheh .,0,,
77672,@ user obama holder cop getting killed year hated law enforcement encouraged civil unrest .,1,1,0
78556,@ user @ user gun control scientist '' disgrace . license publish revoked .  '',1,1,1
32097,@ user ’ dumb as !,1,1,0
15789,@ user @ user man fine,0,,
33570,@ user governor state next,0,,
17536,@ user funny think soooo important ... ... ,0,,
80148,@ user president trump god gave u miracle,0,,
55940,@ user please bitch get popped end lump like dumb as sister ,1,1,0
84924,@ user rus u fuckin'dead,0,,
38859,give rest rice eater # maga url,0,,
85636,@ user wonder @ user ground seen kaiser ok would went got idgaf worried body building,0,,
65686,@ user @ user n't trust @ user,0,,
34708,-willie lost half fan getting involved politics ! ! fan ! ! believe support open border gun control ! ! smoked much dope ! guess beta common ! url,1,1,0
48089,@ user @ user @ user veteran u army supported different president different period life . gon na sit back watch one man disgrace # america like . happy support cause good country # usa # voteblueandbringafriend,0,,
67851,@ user @ user antifa slim obsessed trump .,0,,
19340,@ user @ user dubious mortgage ? lol mean ninja loan subprime borrower bank forced provide democrat liberal citing providing racist discriminating people n't job . cmos derivative subprime problem,1,1,0
19727,@ user tina thank  'm  president trump # maga  url,0,,
10582,@ user @ user please could author brill article something rescue u brexit remainiac pm enslave u forever unelected commsion federal fanatic plus conservative say farewell gov least yr . could trust tory ?,0,,
16822,# wemarchforourlives # enoughisenough..what say @ user @ user need @ user solves gun special ... usa fall election ( @ user @ user focused electing actual gun control-dump old # dnc # gop - # empowerment action url,0,,
87269,@ user uk govt non announcement consistant affordable policy labour conservative decade . designed soundbite . immediate resource required . never likely ever implemented . propoganda sadly desired effect .,1,0,
71084,@ user 's saying eat '' aint wan na loose chicken wan na loose daddy  '',0,,
55794,@ user @ user fake news . right mind would go along nut ?,1,1,0
90595,# meme got  driving mrs. feinstein # chinese # chinesespy # california # wethepeople # draintheswamp # justice # clintonemails # maga # wwg wga @ user # californiawildfires # redpill # factsmatter # factsonly # makecaliforniagreatagain # kag # dnc # liberallogic # truth # msm # fact url,0,,
57622,@ user standard trudeau “ liberal ” emotional manipulation canadian . think canadian stupid .,1,1,1
39339,# tuesdaythoughts got gut feeling twitter gunsight government president trump anti-trust violation censoring shaddowbanning conservative -- - watch big news coming soon .,0,,
44526,@ user @ user leader must much gun control overall . protect young people .,0,,
57816,@ user without prior existence fascism antifa would raison d'etre . end fascism antifa go away .,0,,
